,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,image_name,tags,weather,land,combined_tags
4567,4567,4567,4567,4567,train_4567,clear primary,clear,primary,primary clear
4568,4568,4568,4568,4568,train_4568,clear cultivation primary,clear,primary other,primary other clear
4569,4569,4569,4569,4569,train_4569,agriculture clear habitation primary road,clear,primary other,primary other clear
4570,4570,4570,4570,4570,train_4570,clear primary,clear,primary,primary clear
4571,4571,4571,4571,4571,train_4571,agriculture clear cultivation primary selective_logging,clear,primary other,primary other clear
4572,4572,4572,4572,4572,train_4572,clear primary,clear,primary,primary clear
4573,4573,4573,4573,4573,train_4573,agriculture clear habitation primary road,clear,primary other,primary other clear
4574,4574,4574,4574,4574,train_4574,agriculture clear habitation road,clear,other,other clear
4575,4575,4575,4575,4575,train_4575,agriculture clear primary road,clear,primary other,primary other clear
4576,4576,4576,4576,4576,train_4576,agriculture haze primary road water,haze,primary water other,primary water other haze
4577,4577,4577,4577,4577,train_4577,clear primary,clear,primary,primary clear
4578,4578,4578,4578,4578,train_4578,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4579,4579,4579,4579,4579,train_4579,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4580,4580,4580,4580,4580,train_4580,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4581,4581,4581,4581,4581,train_4581,clear primary,clear,primary,primary clear
4582,4582,4582,4582,4582,train_4582,agriculture clear habitation primary,clear,primary other,primary other clear
4583,4583,4583,4583,4583,train_4583,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4584,4584,4584,4584,4584,train_4584,agriculture clear primary road,clear,primary other,primary other clear
4585,4585,4585,4585,4585,train_4585,haze primary,haze,primary,primary haze
4586,4586,4586,4586,4586,train_4586,agriculture clear primary,clear,primary other,primary other clear
4587,4587,4587,4587,4587,train_4587,cloudy,cloudy,none,none cloudy
4588,4588,4588,4588,4588,train_4588,bare_ground clear road,clear,other,other clear
4589,4589,4589,4589,4589,train_4589,agriculture clear primary road,clear,primary other,primary other clear
4590,4590,4590,4590,4590,train_4590,clear cultivation primary,clear,primary other,primary other clear
4591,4591,4591,4591,4591,train_4591,clear primary,clear,primary,primary clear
4592,4592,4592,4592,4592,train_4592,cloudy,cloudy,none,none cloudy
4593,4593,4593,4593,4593,train_4593,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
4594,4594,4594,4594,4594,train_4594,agriculture clear primary road,clear,primary other,primary other clear
4595,4595,4595,4595,4595,train_4595,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4596,4596,4596,4596,4596,train_4596,clear primary,clear,primary,primary clear
4597,4597,4597,4597,4597,train_4597,agriculture clear habitation primary road,clear,primary other,primary other clear
4598,4598,4598,4598,4598,train_4598,agriculture clear primary water,clear,primary water other,primary water other clear
4599,4599,4599,4599,4599,train_4599,agriculture clear primary road water,clear,primary water other,primary water other clear
4600,4600,4600,4600,4600,train_4600,clear primary,clear,primary,primary clear
4601,4601,4601,4601,4601,train_4601,clear primary,clear,primary,primary clear
4602,4602,4602,4602,4602,train_4602,agriculture clear primary,clear,primary other,primary other clear
4603,4603,4603,4603,4603,train_4603,cloudy,cloudy,none,none cloudy
4604,4604,4604,4604,4604,train_4604,agriculture habitation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
4605,4605,4605,4605,4605,train_4605,clear primary,clear,primary,primary clear
4606,4606,4606,4606,4606,train_4606,clear primary,clear,primary,primary clear
4607,4607,4607,4607,4607,train_4607,clear primary,clear,primary,primary clear
4608,4608,4608,4608,4608,train_4608,agriculture clear primary road,clear,primary other,primary other clear
4609,4609,4609,4609,4609,train_4609,agriculture haze primary road,haze,primary other,primary other haze
4610,4610,4610,4610,4610,train_4610,clear primary,clear,primary,primary clear
4611,4611,4611,4611,4611,train_4611,agriculture clear cultivation primary,clear,primary other,primary other clear
4612,4612,4612,4612,4612,train_4612,agriculture clear cultivation primary,clear,primary other,primary other clear
4613,4613,4613,4613,4613,train_4613,clear primary,clear,primary,primary clear
4614,4614,4614,4614,4614,train_4614,clear primary,clear,primary,primary clear
4615,4615,4615,4615,4615,train_4615,haze primary,haze,primary,primary haze
4616,4616,4616,4616,4616,train_4616,clear primary,clear,primary,primary clear
4617,4617,4617,4617,4617,train_4617,agriculture clear cultivation primary,clear,primary other,primary other clear
4618,4618,4618,4618,4618,train_4618,clear primary,clear,primary,primary clear
4619,4619,4619,4619,4619,train_4619,clear primary,clear,primary,primary clear
4620,4620,4620,4620,4620,train_4620,clear primary,clear,primary,primary clear
4621,4621,4621,4621,4621,train_4621,clear primary,clear,primary,primary clear
4622,4622,4622,4622,4622,train_4622,clear primary,clear,primary,primary clear
4623,4623,4623,4623,4623,train_4623,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4624,4624,4624,4624,4624,train_4624,haze primary water,haze,primary water,primary water haze
4625,4625,4625,4625,4625,train_4625,clear habitation primary road,clear,primary other,primary other clear
4626,4626,4626,4626,4626,train_4626,cloudy,cloudy,none,none cloudy
4627,4627,4627,4627,4627,train_4627,clear primary water,clear,primary water,primary water clear
4628,4628,4628,4628,4628,train_4628,cloudy,cloudy,none,none cloudy
4629,4629,4629,4629,4629,train_4629,artisinal_mine clear primary water,clear,primary water other,primary water other clear
4630,4630,4630,4630,4630,train_4630,artisinal_mine bare_ground clear primary water,clear,primary water other,primary water other clear
4631,4631,4631,4631,4631,train_4631,agriculture clear primary road water,clear,primary water other,primary water other clear
4632,4632,4632,4632,4632,train_4632,agriculture partly_cloudy primary water,partly_cloudy,primary water other,primary water other partly_cloudy
4633,4633,4633,4633,4633,train_4633,haze primary,haze,primary,primary haze
4634,4634,4634,4634,4634,train_4634,clear primary road water,clear,primary water,primary water clear
4635,4635,4635,4635,4635,train_4635,clear cultivation primary,clear,primary other,primary other clear
4636,4636,4636,4636,4636,train_4636,clear primary,clear,primary,primary clear
4637,4637,4637,4637,4637,train_4637,clear primary,clear,primary,primary clear
4638,4638,4638,4638,4638,train_4638,clear primary water,clear,primary water,primary water clear
4639,4639,4639,4639,4639,train_4639,clear primary,clear,primary,primary clear
4640,4640,4640,4640,4640,train_4640,clear primary water,clear,primary water,primary water clear
4641,4641,4641,4641,4641,train_4641,cloudy,cloudy,none,none cloudy
4642,4642,4642,4642,4642,train_4642,agriculture clear primary water,clear,primary water other,primary water other clear
4643,4643,4643,4643,4643,train_4643,agriculture clear cultivation primary,clear,primary other,primary other clear
4644,4644,4644,4644,4644,train_4644,agriculture cultivation partly_cloudy primary road water,partly_cloudy,primary water other,primary water other partly_cloudy
4645,4645,4645,4645,4645,train_4645,agriculture clear primary slash_burn,clear,primary other,primary other clear
4646,4646,4646,4646,4646,train_4646,agriculture clear primary road slash_burn water,clear,primary water other,primary water other clear
4647,4647,4647,4647,4647,train_4647,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4648,4648,4648,4648,4648,train_4648,agriculture clear primary,clear,primary other,primary other clear
4649,4649,4649,4649,4649,train_4649,clear primary,clear,primary,primary clear
4650,4650,4650,4650,4650,train_4650,clear primary,clear,primary,primary clear
4651,4651,4651,4651,4651,train_4651,agriculture clear primary road,clear,primary other,primary other clear
4652,4652,4652,4652,4652,train_4652,agriculture clear primary road water,clear,primary water other,primary water other clear
4653,4653,4653,4653,4653,train_4653,agriculture clear primary water,clear,primary water other,primary water other clear
4654,4654,4654,4654,4654,train_4654,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4655,4655,4655,4655,4655,train_4655,partly_cloudy primary road,partly_cloudy,primary,primary partly_cloudy
4656,4656,4656,4656,4656,train_4656,cloudy,cloudy,none,none cloudy
4657,4657,4657,4657,4657,train_4657,agriculture clear primary road,clear,primary other,primary other clear
4658,4658,4658,4658,4658,train_4658,cloudy,cloudy,none,none cloudy
4659,4659,4659,4659,4659,train_4659,clear primary,clear,primary,primary clear
4660,4660,4660,4660,4660,train_4660,clear primary selective_logging,clear,primary other,primary other clear
4661,4661,4661,4661,4661,train_4661,clear primary,clear,primary,primary clear
4662,4662,4662,4662,4662,train_4662,clear primary,clear,primary,primary clear
4663,4663,4663,4663,4663,train_4663,bare_ground clear habitation primary water,clear,primary water other,primary water other clear
4664,4664,4664,4664,4664,train_4664,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4665,4665,4665,4665,4665,train_4665,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4666,4666,4666,4666,4666,train_4666,agriculture cultivation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
4667,4667,4667,4667,4667,train_4667,clear primary,clear,primary,primary clear
4668,4668,4668,4668,4668,train_4668,clear primary,clear,primary,primary clear
4669,4669,4669,4669,4669,train_4669,clear primary road,clear,primary,primary clear
4670,4670,4670,4670,4670,train_4670,clear primary,clear,primary,primary clear
4671,4671,4671,4671,4671,train_4671,agriculture clear cultivation primary,clear,primary other,primary other clear
4672,4672,4672,4672,4672,train_4672,clear habitation road water,clear,water other,water other clear
4673,4673,4673,4673,4673,train_4673,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4674,4674,4674,4674,4674,train_4674,cultivation partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4675,4675,4675,4675,4675,train_4675,clear primary,clear,primary,primary clear
4676,4676,4676,4676,4676,train_4676,agriculture clear cultivation primary,clear,primary other,primary other clear
4677,4677,4677,4677,4677,train_4677,agriculture clear primary,clear,primary other,primary other clear
4678,4678,4678,4678,4678,train_4678,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4679,4679,4679,4679,4679,train_4679,clear cultivation habitation primary water,clear,primary water other,primary water other clear
4680,4680,4680,4680,4680,train_4680,blooming clear primary water,clear,primary water other,primary water other clear
4681,4681,4681,4681,4681,train_4681,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4682,4682,4682,4682,4682,train_4682,agriculture bare_ground partly_cloudy road,partly_cloudy,other,other partly_cloudy
4683,4683,4683,4683,4683,train_4683,clear primary,clear,primary,primary clear
4684,4684,4684,4684,4684,train_4684,agriculture clear primary road,clear,primary other,primary other clear
4685,4685,4685,4685,4685,train_4685,artisinal_mine bare_ground clear primary selective_logging water,clear,primary water other,primary water other clear
4686,4686,4686,4686,4686,train_4686,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4687,4687,4687,4687,4687,train_4687,agriculture clear primary,clear,primary other,primary other clear
4688,4688,4688,4688,4688,train_4688,haze primary,haze,primary,primary haze
4689,4689,4689,4689,4689,train_4689,agriculture clear cultivation primary,clear,primary other,primary other clear
4690,4690,4690,4690,4690,train_4690,clear primary,clear,primary,primary clear
4691,4691,4691,4691,4691,train_4691,clear primary,clear,primary,primary clear
4692,4692,4692,4692,4692,train_4692,clear primary,clear,primary,primary clear
4693,4693,4693,4693,4693,train_4693,clear primary water,clear,primary water,primary water clear
4694,4694,4694,4694,4694,train_4694,clear primary,clear,primary,primary clear
4695,4695,4695,4695,4695,train_4695,clear primary,clear,primary,primary clear
4696,4696,4696,4696,4696,train_4696,clear primary,clear,primary,primary clear
4697,4697,4697,4697,4697,train_4697,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4698,4698,4698,4698,4698,train_4698,clear primary,clear,primary,primary clear
4699,4699,4699,4699,4699,train_4699,clear primary water,clear,primary water,primary water clear
4700,4700,4700,4700,4700,train_4700,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4701,4701,4701,4701,4701,train_4701,bare_ground clear habitation primary,clear,primary other,primary other clear
4702,4702,4702,4702,4702,train_4702,partly_cloudy primary road,partly_cloudy,primary,primary partly_cloudy
4703,4703,4703,4703,4703,train_4703,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4704,4704,4704,4704,4704,train_4704,clear primary,clear,primary,primary clear
4705,4705,4705,4705,4705,train_4705,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4706,4706,4706,4706,4706,train_4706,agriculture clear primary water,clear,primary water other,primary water other clear
4707,4707,4707,4707,4707,train_4707,clear primary,clear,primary,primary clear
4708,4708,4708,4708,4708,train_4708,agriculture clear primary water,clear,primary water other,primary water other clear
4709,4709,4709,4709,4709,train_4709,clear primary,clear,primary,primary clear
4710,4710,4710,4710,4710,train_4710,clear primary,clear,primary,primary clear
4711,4711,4711,4711,4711,train_4711,clear primary,clear,primary,primary clear
4712,4712,4712,4712,4712,train_4712,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4713,4713,4713,4713,4713,train_4713,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4714,4714,4714,4714,4714,train_4714,clear primary,clear,primary,primary clear
4715,4715,4715,4715,4715,train_4715,agriculture haze primary,haze,primary other,primary other haze
4716,4716,4716,4716,4716,train_4716,clear primary water,clear,primary water,primary water clear
4717,4717,4717,4717,4717,train_4717,cloudy,cloudy,none,none cloudy
4718,4718,4718,4718,4718,train_4718,clear primary,clear,primary,primary clear
4719,4719,4719,4719,4719,train_4719,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4720,4720,4720,4720,4720,train_4720,agriculture cultivation partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4721,4721,4721,4721,4721,train_4721,clear primary,clear,primary,primary clear
4722,4722,4722,4722,4722,train_4722,agriculture clear primary,clear,primary other,primary other clear
4723,4723,4723,4723,4723,train_4723,cloudy,cloudy,none,none cloudy
4724,4724,4724,4724,4724,train_4724,blooming clear primary,clear,primary other,primary other clear
4725,4725,4725,4725,4725,train_4725,clear water,clear,water,water clear
4726,4726,4726,4726,4726,train_4726,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4727,4727,4727,4727,4727,train_4727,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4728,4728,4728,4728,4728,train_4728,bare_ground haze primary water,haze,primary water other,primary water other haze
4729,4729,4729,4729,4729,train_4729,haze primary,haze,primary,primary haze
4730,4730,4730,4730,4730,train_4730,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
4731,4731,4731,4731,4731,train_4731,agriculture clear primary road,clear,primary other,primary other clear
4732,4732,4732,4732,4732,train_4732,agriculture clear cultivation primary,clear,primary other,primary other clear
4733,4733,4733,4733,4733,train_4733,haze primary,haze,primary,primary haze
4734,4734,4734,4734,4734,train_4734,clear primary water,clear,primary water,primary water clear
4735,4735,4735,4735,4735,train_4735,partly_cloudy primary road water,partly_cloudy,primary water,primary water partly_cloudy
4736,4736,4736,4736,4736,train_4736,agriculture partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
4737,4737,4737,4737,4737,train_4737,clear primary,clear,primary,primary clear
4738,4738,4738,4738,4738,train_4738,clear primary water,clear,primary water,primary water clear
4739,4739,4739,4739,4739,train_4739,clear primary,clear,primary,primary clear
4740,4740,4740,4740,4740,train_4740,cultivation habitation haze primary,haze,primary other,primary other haze
4741,4741,4741,4741,4741,train_4741,clear primary,clear,primary,primary clear
4742,4742,4742,4742,4742,train_4742,clear primary,clear,primary,primary clear
4743,4743,4743,4743,4743,train_4743,agriculture clear cultivation habitation primary,clear,primary other,primary other clear
4744,4744,4744,4744,4744,train_4744,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4745,4745,4745,4745,4745,train_4745,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4746,4746,4746,4746,4746,train_4746,haze primary,haze,primary,primary haze
4747,4747,4747,4747,4747,train_4747,clear primary,clear,primary,primary clear
4748,4748,4748,4748,4748,train_4748,agriculture clear cultivation habitation primary road,clear,primary other,primary other clear
4749,4749,4749,4749,4749,train_4749,agriculture clear primary road,clear,primary other,primary other clear
4750,4750,4750,4750,4750,train_4750,agriculture clear habitation primary road,clear,primary other,primary other clear
4751,4751,4751,4751,4751,train_4751,clear primary,clear,primary,primary clear
4752,4752,4752,4752,4752,train_4752,clear primary,clear,primary,primary clear
4753,4753,4753,4753,4753,train_4753,agriculture clear habitation primary road,clear,primary other,primary other clear
4754,4754,4754,4754,4754,train_4754,clear primary,clear,primary,primary clear
4755,4755,4755,4755,4755,train_4755,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4756,4756,4756,4756,4756,train_4756,clear primary,clear,primary,primary clear
4757,4757,4757,4757,4757,train_4757,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4758,4758,4758,4758,4758,train_4758,cloudy,cloudy,none,none cloudy
4759,4759,4759,4759,4759,train_4759,clear cultivation primary,clear,primary other,primary other clear
4760,4760,4760,4760,4760,train_4760,clear primary,clear,primary,primary clear
4761,4761,4761,4761,4761,train_4761,clear primary,clear,primary,primary clear
4762,4762,4762,4762,4762,train_4762,clear primary,clear,primary,primary clear
4763,4763,4763,4763,4763,train_4763,clear primary,clear,primary,primary clear
4764,4764,4764,4764,4764,train_4764,clear primary,clear,primary,primary clear
4765,4765,4765,4765,4765,train_4765,clear primary,clear,primary,primary clear
4766,4766,4766,4766,4766,train_4766,cloudy,cloudy,none,none cloudy
4767,4767,4767,4767,4767,train_4767,haze primary,haze,primary,primary haze
4768,4768,4768,4768,4768,train_4768,clear primary,clear,primary,primary clear
4769,4769,4769,4769,4769,train_4769,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4770,4770,4770,4770,4770,train_4770,clear primary,clear,primary,primary clear
4771,4771,4771,4771,4771,train_4771,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4772,4772,4772,4772,4772,train_4772,clear primary,clear,primary,primary clear
4773,4773,4773,4773,4773,train_4773,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4774,4774,4774,4774,4774,train_4774,clear primary,clear,primary,primary clear
4775,4775,4775,4775,4775,train_4775,agriculture clear habitation primary road,clear,primary other,primary other clear
4776,4776,4776,4776,4776,train_4776,clear primary,clear,primary,primary clear
4777,4777,4777,4777,4777,train_4777,clear primary,clear,primary,primary clear
4778,4778,4778,4778,4778,train_4778,agriculture cultivation partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4779,4779,4779,4779,4779,train_4779,clear primary,clear,primary,primary clear
4780,4780,4780,4780,4780,train_4780,clear primary,clear,primary,primary clear
4781,4781,4781,4781,4781,train_4781,clear primary,clear,primary,primary clear
4782,4782,4782,4782,4782,train_4782,clear primary,clear,primary,primary clear
4783,4783,4783,4783,4783,train_4783,clear primary,clear,primary,primary clear
4784,4784,4784,4784,4784,train_4784,clear primary,clear,primary,primary clear
4785,4785,4785,4785,4785,train_4785,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4786,4786,4786,4786,4786,train_4786,agriculture partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
4787,4787,4787,4787,4787,train_4787,clear primary,clear,primary,primary clear
4788,4788,4788,4788,4788,train_4788,cloudy,cloudy,none,none cloudy
4789,4789,4789,4789,4789,train_4789,clear water,clear,water,water clear
4790,4790,4790,4790,4790,train_4790,clear cultivation primary,clear,primary other,primary other clear
4791,4791,4791,4791,4791,train_4791,agriculture clear cultivation primary,clear,primary other,primary other clear
4792,4792,4792,4792,4792,train_4792,agriculture haze primary,haze,primary other,primary other haze
4793,4793,4793,4793,4793,train_4793,clear habitation road,clear,other,other clear
4794,4794,4794,4794,4794,train_4794,agriculture clear primary road,clear,primary other,primary other clear
4795,4795,4795,4795,4795,train_4795,agriculture partly_cloudy primary water,partly_cloudy,primary water other,primary water other partly_cloudy
4796,4796,4796,4796,4796,train_4796,agriculture clear cultivation primary road,clear,primary other,primary other clear
4797,4797,4797,4797,4797,train_4797,clear primary,clear,primary,primary clear
4798,4798,4798,4798,4798,train_4798,clear primary,clear,primary,primary clear
4799,4799,4799,4799,4799,train_4799,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4800,4800,4800,4800,4800,train_4800,agriculture haze primary road,haze,primary other,primary other haze
4801,4801,4801,4801,4801,train_4801,clear primary,clear,primary,primary clear
4802,4802,4802,4802,4802,train_4802,clear primary,clear,primary,primary clear
4803,4803,4803,4803,4803,train_4803,haze primary,haze,primary,primary haze
4804,4804,4804,4804,4804,train_4804,clear primary,clear,primary,primary clear
4805,4805,4805,4805,4805,train_4805,clear primary,clear,primary,primary clear
4806,4806,4806,4806,4806,train_4806,agriculture clear primary,clear,primary other,primary other clear
4807,4807,4807,4807,4807,train_4807,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4808,4808,4808,4808,4808,train_4808,agriculture clear primary road water,clear,primary water other,primary water other clear
4809,4809,4809,4809,4809,train_4809,cloudy,cloudy,none,none cloudy
4810,4810,4810,4810,4810,train_4810,agriculture clear primary road,clear,primary other,primary other clear
4811,4811,4811,4811,4811,train_4811,clear primary,clear,primary,primary clear
4812,4812,4812,4812,4812,train_4812,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4813,4813,4813,4813,4813,train_4813,clear primary water,clear,primary water,primary water clear
4814,4814,4814,4814,4814,train_4814,clear primary,clear,primary,primary clear
4815,4815,4815,4815,4815,train_4815,agriculture clear primary slash_burn,clear,primary other,primary other clear
4816,4816,4816,4816,4816,train_4816,agriculture clear cultivation habitation primary,clear,primary other,primary other clear
4817,4817,4817,4817,4817,train_4817,clear primary,clear,primary,primary clear
4818,4818,4818,4818,4818,train_4818,agriculture clear habitation primary road,clear,primary other,primary other clear
4819,4819,4819,4819,4819,train_4819,clear water,clear,water,water clear
4820,4820,4820,4820,4820,train_4820,agriculture clear primary water,clear,primary water other,primary water other clear
4821,4821,4821,4821,4821,train_4821,agriculture clear primary road,clear,primary other,primary other clear
4822,4822,4822,4822,4822,train_4822,blow_down clear primary blow_down,clear,primary other,primary other clear
4823,4823,4823,4823,4823,train_4823,clear primary,clear,primary,primary clear
4824,4824,4824,4824,4824,train_4824,haze primary,haze,primary,primary haze
4825,4825,4825,4825,4825,train_4825,clear primary road selective_logging water,clear,primary water other,primary water other clear
4826,4826,4826,4826,4826,train_4826,clear primary,clear,primary,primary clear
4827,4827,4827,4827,4827,train_4827,haze primary water,haze,primary water,primary water haze
4828,4828,4828,4828,4828,train_4828,habitation haze primary road,haze,primary other,primary other haze
4829,4829,4829,4829,4829,train_4829,agriculture clear primary road,clear,primary other,primary other clear
4830,4830,4830,4830,4830,train_4830,clear primary,clear,primary,primary clear
4831,4831,4831,4831,4831,train_4831,clear primary water,clear,primary water,primary water clear
4832,4832,4832,4832,4832,train_4832,agriculture clear primary road,clear,primary other,primary other clear
4833,4833,4833,4833,4833,train_4833,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4834,4834,4834,4834,4834,train_4834,cloudy,cloudy,none,none cloudy
4835,4835,4835,4835,4835,train_4835,clear primary water,clear,primary water,primary water clear
4836,4836,4836,4836,4836,train_4836,clear primary,clear,primary,primary clear
4837,4837,4837,4837,4837,train_4837,agriculture clear habitation primary road,clear,primary other,primary other clear
4838,4838,4838,4838,4838,train_4838,agriculture clear primary,clear,primary other,primary other clear
4839,4839,4839,4839,4839,train_4839,agriculture clear primary,clear,primary other,primary other clear
4840,4840,4840,4840,4840,train_4840,clear primary,clear,primary,primary clear
4841,4841,4841,4841,4841,train_4841,clear primary,clear,primary,primary clear
4842,4842,4842,4842,4842,train_4842,clear primary,clear,primary,primary clear
4843,4843,4843,4843,4843,train_4843,cloudy,cloudy,none,none cloudy
4844,4844,4844,4844,4844,train_4844,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
4845,4845,4845,4845,4845,train_4845,agriculture habitation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
4846,4846,4846,4846,4846,train_4846,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4847,4847,4847,4847,4847,train_4847,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4848,4848,4848,4848,4848,train_4848,clear primary,clear,primary,primary clear
4849,4849,4849,4849,4849,train_4849,agriculture clear habitation primary,clear,primary other,primary other clear
4850,4850,4850,4850,4850,train_4850,blow_down clear primary,clear,primary other,primary other clear
4851,4851,4851,4851,4851,train_4851,clear primary,clear,primary,primary clear
4852,4852,4852,4852,4852,train_4852,agriculture clear cultivation habitation primary road,clear,primary other,primary other clear
4853,4853,4853,4853,4853,train_4853,clear primary road,clear,primary,primary clear
4854,4854,4854,4854,4854,train_4854,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
4855,4855,4855,4855,4855,train_4855,clear cultivation primary water,clear,primary water other,primary water other clear
4856,4856,4856,4856,4856,train_4856,partly_cloudy primary road water,partly_cloudy,primary water,primary water partly_cloudy
4857,4857,4857,4857,4857,train_4857,agriculture cultivation habitation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
4858,4858,4858,4858,4858,train_4858,agriculture clear primary water,clear,primary water other,primary water other clear
4859,4859,4859,4859,4859,train_4859,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4860,4860,4860,4860,4860,train_4860,clear primary,clear,primary,primary clear
4861,4861,4861,4861,4861,train_4861,clear primary,clear,primary,primary clear
4862,4862,4862,4862,4862,train_4862,clear primary,clear,primary,primary clear
4863,4863,4863,4863,4863,train_4863,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4864,4864,4864,4864,4864,train_4864,clear primary,clear,primary,primary clear
4865,4865,4865,4865,4865,train_4865,clear primary,clear,primary,primary clear
4866,4866,4866,4866,4866,train_4866,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
4867,4867,4867,4867,4867,train_4867,cloudy,cloudy,none,none cloudy
4868,4868,4868,4868,4868,train_4868,agriculture clear primary,clear,primary other,primary other clear
4869,4869,4869,4869,4869,train_4869,agriculture clear primary,clear,primary other,primary other clear
4870,4870,4870,4870,4870,train_4870,haze primary,haze,primary,primary haze
4871,4871,4871,4871,4871,train_4871,clear primary,clear,primary,primary clear
4872,4872,4872,4872,4872,train_4872,clear primary blooming,clear,primary other,primary other clear
4873,4873,4873,4873,4873,train_4873,cloudy,cloudy,none,none cloudy
4874,4874,4874,4874,4874,train_4874,agriculture clear primary,clear,primary other,primary other clear
4875,4875,4875,4875,4875,train_4875,haze primary,haze,primary,primary haze
4876,4876,4876,4876,4876,train_4876,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4877,4877,4877,4877,4877,train_4877,agriculture clear cultivation primary,clear,primary other,primary other clear
4878,4878,4878,4878,4878,train_4878,partly_cloudy primary road water,partly_cloudy,primary water,primary water partly_cloudy
4879,4879,4879,4879,4879,train_4879,clear primary,clear,primary,primary clear
4880,4880,4880,4880,4880,train_4880,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4881,4881,4881,4881,4881,train_4881,clear primary,clear,primary,primary clear
4882,4882,4882,4882,4882,train_4882,clear primary,clear,primary,primary clear
4883,4883,4883,4883,4883,train_4883,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
4884,4884,4884,4884,4884,train_4884,agriculture clear habitation primary road,clear,primary other,primary other clear
4885,4885,4885,4885,4885,train_4885,cloudy,cloudy,none,none cloudy
4886,4886,4886,4886,4886,train_4886,bare_ground clear,clear,other,other clear
4887,4887,4887,4887,4887,train_4887,clear primary water,clear,primary water,primary water clear
4888,4888,4888,4888,4888,train_4888,clear primary,clear,primary,primary clear
4889,4889,4889,4889,4889,train_4889,clear primary,clear,primary,primary clear
4890,4890,4890,4890,4890,train_4890,clear primary,clear,primary,primary clear
4891,4891,4891,4891,4891,train_4891,habitation partly_cloudy primary road water,partly_cloudy,primary water other,primary water other partly_cloudy
4892,4892,4892,4892,4892,train_4892,agriculture clear habitation primary road,clear,primary other,primary other clear
4893,4893,4893,4893,4893,train_4893,agriculture clear habitation primary road,clear,primary other,primary other clear
